,bikeCount,counter,date,direction,hour,mode
2262,0,2,04/17/2016,I,5,B
2263,0,2,04/17/2016,O,5,B
2264,4,2,04/17/2016,I,6,B
2265,3,2,04/17/2016,O,6,B
2266,2,2,04/17/2016,I,7,B
2267,12,2,04/17/2016,O,7,B
2268,21,2,04/17/2016,I,8,B
2269,27,2,04/17/2016,O,8,B
2270,47,2,04/17/2016,I,9,B
2271,47,2,04/17/2016,O,9,B
2272,82,2,04/17/2016,I,10,B
2273,105,2,04/17/2016,O,10,B
2274,93,2,04/17/2016,I,11,B
2275,92,2,04/17/2016,O,11,B
2276,125,2,04/17/2016,I,12,B
2277,124,2,04/17/2016,O,12,B
2278,104,2,04/17/2016,I,13,B
2279,110,2,04/17/2016,O,13,B
2280,117,2,04/17/2016,I,14,B
2281,107,2,04/17/2016,O,14,B
2282,123,2,04/17/2016,I,15,B
2283,136,2,04/17/2016,O,15,B
2284,160,2,04/17/2016,I,16,B
2285,119,2,04/17/2016,O,16,B
2286,96,2,04/17/2016,I,17,B
2287,81,2,04/17/2016,O,17,B
2288,59,2,04/17/2016,I,18,B
2289,51,2,04/17/2016,O,18,B
2290,26,2,04/17/2016,I,19,B
2291,28,2,04/17/2016,O,19,B
2292,12,2,04/17/2016,I,20,B
2293,7,2,04/17/2016,O,20,B
2294,1,2,04/17/2016,I,21,B
2295,1,2,04/17/2016,O,21,B
2296,0,2,04/17/2016,I,22,B
2297,0,2,04/17/2016,O,22,B
2298,0,2,04/17/2016,I,23,B
2299,0,2,04/17/2016,O,23,B
2300,0,2,04/18/2016,I,0,B
2301,0,2,04/18/2016,O,0,B
2302,0,2,04/18/2016,I,1,B
2303,0,2,04/18/2016,O,1,B
2304,0,2,04/18/2016,I,2,B
2305,0,2,04/18/2016,O,2,B
2306,0,2,04/18/2016,I,3,B
2307,0,2,04/18/2016,O,3,B
2308,0,2,04/18/2016,I,4,B
2309,0,2,04/18/2016,O,4,B
2310,5,2,04/18/2016,I,5,B
2311,1,2,04/18/2016,O,5,B
2312,24,2,04/18/2016,I,6,B
2313,7,2,04/18/2016,O,6,B
2314,35,2,04/18/2016,I,7,B
2315,22,2,04/18/2016,O,7,B
2316,32,2,04/18/2016,I,8,B
2317,27,2,04/18/2016,O,8,B
2318,19,2,04/18/2016,I,9,B
2319,24,2,04/18/2016,O,9,B
2320,21,2,04/18/2016,I,10,B
2321,26,2,04/18/2016,O,10,B
2322,27,2,04/18/2016,I,11,B
2323,29,2,04/18/2016,O,11,B
2324,20,2,04/18/2016,I,12,B
2325,28,2,04/18/2016,O,12,B
2326,31,2,04/18/2016,I,13,B
2327,30,2,04/18/2016,O,13,B
2328,35,2,04/18/2016,I,14,B
2329,33,2,04/18/2016,O,14,B
2330,24,2,04/18/2016,I,15,B
2331,38,2,04/18/2016,O,15,B
2332,48,2,04/18/2016,I,16,B
2333,58,2,04/18/2016,O,16,B
2334,70,2,04/18/2016,I,17,B
2335,78,2,04/18/2016,O,17,B
2336,88,2,04/18/2016,I,18,B
2337,83,2,04/18/2016,O,18,B
2338,59,2,04/18/2016,I,19,B
2339,64,2,04/18/2016,O,19,B
2340,6,2,04/18/2016,I,20,B
2341,10,2,04/18/2016,O,20,B
2342,3,2,04/18/2016,I,21,B
2343,1,2,04/18/2016,O,21,B
2344,0,2,04/18/2016,I,22,B
2345,0,2,04/18/2016,O,22,B
2346,0,2,04/18/2016,I,23,B
2347,1,2,04/18/2016,O,23,B
2348,0,2,04/19/2016,I,0,B
2349,0,2,04/19/2016,O,0,B
2350,0,2,04/19/2016,I,1,B
2351,0,2,04/19/2016,O,1,B
2352,0,2,04/19/2016,I,2,B
2353,0,2,04/19/2016,O,2,B
2354,0,2,04/19/2016,I,3,B
2355,0,2,04/19/2016,O,3,B
2356,0,2,04/19/2016,I,4,B
2357,2,2,04/19/2016,O,4,B
2358,6,2,04/19/2016,I,5,B
2359,2,2,04/19/2016,O,5,B
2360,28,2,04/19/2016,I,6,B
2361,15,2,04/19/2016,O,6,B
2362,49,2,04/19/2016,I,7,B
2363,32,2,04/19/2016,O,7,B
2364,31,2,04/19/2016,I,8,B
2365,33,2,04/19/2016,O,8,B
2366,18,2,04/19/2016,I,9,B
2367,18,2,04/19/2016,O,9,B
2368,39,2,04/19/2016,I,10,B
2369,23,2,04/19/2016,O,10,B
2370,22,2,04/19/2016,I,11,B
2371,25,2,04/19/2016,O,11,B
2372,22,2,04/19/2016,I,12,B
2373,23,2,04/19/2016,O,12,B
2374,21,2,04/19/2016,I,13,B
2375,25,2,04/19/2016,O,13,B
2376,29,2,04/19/2016,I,14,B
2377,22,2,04/19/2016,O,14,B
2378,42,2,04/19/2016,I,15,B
2379,40,2,04/19/2016,O,15,B
2380,47,2,04/19/2016,I,16,B
2381,43,2,04/19/2016,O,16,B
2382,65,2,04/19/2016,I,17,B
2383,60,2,04/19/2016,O,17,B
2384,85,2,04/19/2016,I,18,B
2385,88,2,04/19/2016,O,18,B
2386,42,2,04/19/2016,I,19,B
2387,49,2,04/19/2016,O,19,B
2388,10,2,04/19/2016,I,20,B
2389,12,2,04/19/2016,O,20,B
2390,1,2,04/19/2016,I,21,B
2391,4,2,04/19/2016,O,21,B
2392,3,2,04/19/2016,I,22,B
2393,1,2,04/19/2016,O,22,B
2394,0,2,04/19/2016,I,23,B
2395,0,2,04/19/2016,O,23,B
2396,0,2,04/20/2016,I,0,B
2397,0,2,04/20/2016,O,0,B
2398,0,2,04/20/2016,I,1,B
2399,0,2,04/20/2016,O,1,B
2400,0,2,04/20/2016,I,2,B
2401,0,2,04/20/2016,O,2,B
2402,0,2,04/20/2016,I,3,B
2403,0,2,04/20/2016,O,3,B
2404,0,2,04/20/2016,I,4,B
2405,0,2,04/20/2016,O,4,B
2406,4,2,04/20/2016,I,5,B
2407,1,2,04/20/2016,O,5,B
2408,27,2,04/20/2016,I,6,B
2409,13,2,04/20/2016,O,6,B
2410,34,2,04/20/2016,I,7,B
2411,16,2,04/20/2016,O,7,B
2412,26,2,04/20/2016,I,8,B
2413,36,2,04/20/2016,O,8,B
2414,21,2,04/20/2016,I,9,B
2415,21,2,04/20/2016,O,9,B
2416,11,2,04/20/2016,I,10,B
2417,27,2,04/20/2016,O,10,B
2418,22,2,04/20/2016,I,11,B
2419,19,2,04/20/2016,O,11,B
2420,33,2,04/20/2016,I,12,B
2421,28,2,04/20/2016,O,12,B
2422,33,2,04/20/2016,I,13,B
2423,27,2,04/20/2016,O,13,B
2424,35,2,04/20/2016,I,14,B
2425,26,2,04/20/2016,O,14,B
2426,37,2,04/20/2016,I,15,B
2427,27,2,04/20/2016,O,15,B
2428,47,2,04/20/2016,I,16,B
2429,48,2,04/20/2016,O,16,B
2430,80,2,04/20/2016,I,17,B
2431,62,2,04/20/2016,O,17,B
2432,82,2,04/20/2016,I,18,B
2433,83,2,04/20/2016,O,18,B
2434,46,2,04/20/2016,I,19,B
2435,50,2,04/20/2016,O,19,B
2436,10,2,04/20/2016,I,20,B
2437,9,2,04/20/2016,O,20,B
2438,1,2,04/20/2016,I,21,B
2439,7,2,04/20/2016,O,21,B
2440,2,2,04/20/2016,I,22,B
2441,0,2,04/20/2016,O,22,B
2442,2,2,04/20/2016,I,23,B
2443,1,2,04/20/2016,O,23,B
2444,0,2,04/21/2016,I,0,B
2445,0,2,04/21/2016,O,0,B
2446,0,2,04/21/2016,I,1,B
2447,0,2,04/21/2016,O,1,B
2448,0,2,04/21/2016,I,2,B
2449,0,2,04/21/2016,O,2,B
2450,0,2,04/21/2016,I,3,B
2451,0,2,04/21/2016,O,3,B
2452,0,2,04/21/2016,I,4,B
2453,1,2,04/21/2016,O,4,B
2454,2,2,04/21/2016,I,5,B
2455,0,2,04/21/2016,O,5,B
2456,22,2,04/21/2016,I,6,B
2457,17,2,04/21/2016,O,6,B
2458,34,2,04/21/2016,I,7,B
2459,27,2,04/21/2016,O,7,B
2460,35,2,04/21/2016,I,8,B
2461,29,2,04/21/2016,O,8,B
2462,18,2,04/21/2016,I,9,B
2463,17,2,04/21/2016,O,9,B
2464,17,2,04/21/2016,I,10,B
2465,19,2,04/21/2016,O,10,B
2466,16,2,04/21/2016,I,11,B
2467,18,2,04/21/2016,O,11,B
2468,17,2,04/21/2016,I,12,B
2469,20,2,04/21/2016,O,12,B
2470,17,2,04/21/2016,I,13,B
2471,22,2,04/21/2016,O,13,B
2472,18,2,04/21/2016,I,14,B
2473,13,2,04/21/2016,O,14,B
2474,30,2,04/21/2016,I,15,B
2475,25,2,04/21/2016,O,15,B
2476,34,2,04/21/2016,I,16,B
2477,47,2,04/21/2016,O,16,B
2478,61,2,04/21/2016,I,17,B
2479,51,2,04/21/2016,O,17,B
2480,65,2,04/21/2016,I,18,B
2481,52,2,04/21/2016,O,18,B
2482,35,2,04/21/2016,I,19,B
2483,48,2,04/21/2016,O,19,B
2484,6,2,04/21/2016,I,20,B
2485,12,2,04/21/2016,O,20,B
2486,3,2,04/21/2016,I,21,B
2487,6,2,04/21/2016,O,21,B
2488,3,2,04/21/2016,I,22,B
2489,0,2,04/21/2016,O,22,B
2490,2,2,04/21/2016,I,23,B
2491,0,2,04/21/2016,O,23,B
2492,0,2,04/22/2016,I,0,B
2493,0,2,04/22/2016,O,0,B
2494,5,2,04/22/2016,I,1,B
2495,1,2,04/22/2016,O,1,B
2496,0,2,04/22/2016,I,2,B
2497,0,2,04/22/2016,O,2,B
2498,0,2,04/22/2016,I,3,B
2499,0,2,04/22/2016,O,3,B
2500,0,2,04/22/2016,I,4,B
2501,0,2,04/22/2016,O,4,B
2502,2,2,04/22/2016,I,5,B
2503,4,2,04/22/2016,O,5,B
2504,20,2,04/22/2016,I,6,B
2505,12,2,04/22/2016,O,6,B
2506,33,2,04/22/2016,I,7,B
2507,19,2,04/22/2016,O,7,B
2508,17,2,04/22/2016,I,8,B
2509,33,2,04/22/2016,O,8,B
2510,25,2,04/22/2016,I,9,B
2511,21,2,04/22/2016,O,9,B
2512,16,2,04/22/2016,I,10,B
2513,11,2,04/22/2016,O,10,B
2514,18,2,04/22/2016,I,11,B
2515,22,2,04/22/2016,O,11,B
2516,11,2,04/22/2016,I,12,B
2517,13,2,04/22/2016,O,12,B
2518,9,2,04/22/2016,I,13,B
2519,2,2,04/22/2016,O,13,B
2520,12,2,04/22/2016,I,14,B
2521,7,2,04/22/2016,O,14,B
2522,12,2,04/22/2016,I,15,B
2523,12,2,04/22/2016,O,15,B
2524,39,2,04/22/2016,I,16,B
2525,29,2,04/22/2016,O,16,B
2526,38,2,04/22/2016,I,17,B
2527,33,2,04/22/2016,O,17,B
2528,17,2,04/22/2016,I,18,B
2529,31,2,04/22/2016,O,18,B
2530,19,2,04/22/2016,I,19,B
2531,16,2,04/22/2016,O,19,B
2532,9,2,04/22/2016,I,20,B
2533,2,2,04/22/2016,O,20,B
2534,1,2,04/22/2016,I,21,B
2535,0,2,04/22/2016,O,21,B
2536,1,2,04/22/2016,I,22,B
2537,0,2,04/22/2016,O,22,B
2538,0,2,04/22/2016,I,23,B
2539,0,2,04/22/2016,O,23,B
2540,0,2,04/23/2016,I,0,B
2541,0,2,04/23/2016,O,0,B
2542,0,2,04/23/2016,I,1,B
2543,0,2,04/23/2016,O,1,B
2544,0,2,04/23/2016,I,2,B
2545,0,2,04/23/2016,O,2,B
2546,0,2,04/23/2016,I,3,B
2547,0,2,04/23/2016,O,3,B
2548,1,2,04/23/2016,I,4,B
2549,0,2,04/23/2016,O,4,B
2550,0,2,04/23/2016,I,5,B
2551,1,2,04/23/2016,O,5,B
2552,4,2,04/23/2016,I,6,B
2553,11,2,04/23/2016,O,6,B
2554,18,2,04/23/2016,I,7,B
2555,13,2,04/23/2016,O,7,B
2556,20,2,04/23/2016,I,8,B
2557,32,2,04/23/2016,O,8,B
2558,17,2,04/23/2016,I,9,B
2559,16,2,04/23/2016,O,9,B
2560,7,2,04/23/2016,I,10,B
2561,3,2,04/23/2016,O,10,B
2562,5,2,04/23/2016,I,11,B
2563,8,2,04/23/2016,O,11,B
2564,10,2,04/23/2016,I,12,B
2565,4,2,04/23/2016,O,12,B
2566,18,2,04/23/2016,I,13,B
2567,26,2,04/23/2016,O,13,B
2568,22,2,04/23/2016,I,14,B
2569,39,2,04/23/2016,O,14,B
2570,43,2,04/23/2016,I,15,B
2571,51,2,04/23/2016,O,15,B
2572,70,2,04/23/2016,I,16,B
2573,55,2,04/23/2016,O,16,B
2574,55,2,04/23/2016,I,17,B
2575,47,2,04/23/2016,O,17,B
2576,49,2,04/23/2016,I,18,B
2577,48,2,04/23/2016,O,18,B
2578,26,2,04/23/2016,I,19,B
2579,22,2,04/23/2016,O,19,B
2580,8,2,04/23/2016,I,20,B
2581,5,2,04/23/2016,O,20,B
2582,0,2,04/23/2016,I,21,B
2583,0,2,04/23/2016,O,21,B
2584,0,2,04/23/2016,I,22,B
2585,1,2,04/23/2016,O,22,B
2586,0,2,04/23/2016,I,23,B
2587,0,2,04/23/2016,O,23,B
2588,0,2,04/24/2016,I,0,B
2589,0,2,04/24/2016,O,0,B
2590,0,2,04/24/2016,I,1,B
2591,0,2,04/24/2016,O,1,B
2592,0,2,04/24/2016,I,2,B
2593,0,2,04/24/2016,O,2,B
2594,0,2,04/24/2016,I,3,B
2595,0,2,04/24/2016,O,3,B
2596,0,2,04/24/2016,I,4,B
2597,0,2,04/24/2016,O,4,B
2598,1,2,04/24/2016,I,5,B
2599,0,2,04/24/2016,O,5,B
2600,0,2,04/24/2016,I,6,B
2601,4,2,04/24/2016,O,6,B
2602,10,2,04/24/2016,I,7,B
2603,19,2,04/24/2016,O,7,B
2604,38,2,04/24/2016,I,8,B
2605,44,2,04/24/2016,O,8,B
2606,31,2,04/24/2016,I,9,B
2607,59,2,04/24/2016,O,9,B
2608,79,2,04/24/2016,I,10,B
2609,101,2,04/24/2016,O,10,B
2610,103,2,04/24/2016,I,11,B
2611,99,2,04/24/2016,O,11,B
2612,127,2,04/24/2016,I,12,B
2613,97,2,04/24/2016,O,12,B
2614,124,2,04/24/2016,I,13,B
2615,95,2,04/24/2016,O,13,B
2616,164,2,04/24/2016,I,14,B
2617,120,2,04/24/2016,O,14,B
2618,168,2,04/24/2016,I,15,B
2619,144,2,04/24/2016,O,15,B
2620,139,2,04/24/2016,I,16,B
2621,112,2,04/24/2016,O,16,B
2622,104,2,04/24/2016,I,17,B
2623,109,2,04/24/2016,O,17,B
2624,54,2,04/24/2016,I,18,B
2625,71,2,04/24/2016,O,18,B
2626,30,2,04/24/2016,I,19,B
2627,25,2,04/24/2016,O,19,B
2628,1,2,04/24/2016,I,20,B
2629,6,2,04/24/2016,O,20,B
2630,3,2,04/24/2016,I,21,B
2631,1,2,04/24/2016,O,21,B
2632,0,2,04/24/2016,I,22,B
2633,1,2,04/24/2016,O,22,B
2634,1,2,04/24/2016,I,23,B
2635,0,2,04/24/2016,O,23,B
2636,0,2,04/25/2016,I,0,B
2637,0,2,04/25/2016,O,0,B
2638,0,2,04/25/2016,I,1,B
2639,0,2,04/25/2016,O,1,B
2640,1,2,04/25/2016,I,2,B
2641,0,2,04/25/2016,O,2,B
2642,0,2,04/25/2016,I,3,B
2643,0,2,04/25/2016,O,3,B
2644,0,2,04/25/2016,I,4,B
2645,0,2,04/25/2016,O,4,B
2646,2,2,04/25/2016,I,5,B
2647,1,2,04/25/2016,O,5,B
2648,15,2,04/25/2016,I,6,B
2649,10,2,04/25/2016,O,6,B
2650,30,2,04/25/2016,I,7,B
2651,22,2,04/25/2016,O,7,B
2652,24,2,04/25/2016,I,8,B
2653,17,2,04/25/2016,O,8,B
2654,20,2,04/25/2016,I,9,B
2655,18,2,04/25/2016,O,9,B
2656,14,2,04/25/2016,I,10,B
2657,15,2,04/25/2016,O,10,B
2658,28,2,04/25/2016,I,11,B
2659,25,2,04/25/2016,O,11,B
2660,22,2,04/25/2016,I,12,B
2661,30,2,04/25/2016,O,12,B
2662,31,2,04/25/2016,I,13,B
2663,33,2,04/25/2016,O,13,B
2664,27,2,04/25/2016,I,14,B
2665,25,2,04/25/2016,O,14,B
2666,42,2,04/25/2016,I,15,B
2667,38,2,04/25/2016,O,15,B
2668,61,2,04/25/2016,I,16,B
2669,61,2,04/25/2016,O,16,B
2670,77,2,04/25/2016,I,17,B
2671,73,2,04/25/2016,O,17,B
2672,97,2,04/25/2016,I,18,B
2673,78,2,04/25/2016,O,18,B
2674,43,2,04/25/2016,I,19,B
2675,56,2,04/25/2016,O,19,B
2676,13,2,04/25/2016,I,20,B
2677,8,2,04/25/2016,O,20,B
2678,6,2,04/25/2016,I,21,B
2679,4,2,04/25/2016,O,21,B
2680,2,2,04/25/2016,I,22,B
2681,3,2,04/25/2016,O,22,B
2682,0,2,04/25/2016,I,23,B
2683,1,2,04/25/2016,O,23,B
2684,0,2,04/26/2016,I,0,B
2685,0,2,04/26/2016,O,0,B
2686,0,2,04/26/2016,I,1,B
2687,0,2,04/26/2016,O,1,B
2688,0,2,04/26/2016,I,2,B
2689,0,2,04/26/2016,O,2,B
2690,0,2,04/26/2016,I,3,B
2691,0,2,04/26/2016,O,3,B
2692,0,2,04/26/2016,I,4,B
2693,0,2,04/26/2016,O,4,B
2694,8,2,04/26/2016,I,5,B
2695,5,2,04/26/2016,O,5,B
2696,30,2,04/26/2016,I,6,B
2697,16,2,04/26/2016,O,6,B
2698,46,2,04/26/2016,I,7,B
2699,45,2,04/26/2016,O,7,B
2700,33,2,04/26/2016,I,8,B
2701,22,2,04/26/2016,O,8,B
2702,21,2,04/26/2016,I,9,B
2703,22,2,04/26/2016,O,9,B
2704,21,2,04/26/2016,I,10,B
2705,28,2,04/26/2016,O,10,B
2706,26,2,04/26/2016,I,11,B
2707,15,2,04/26/2016,O,11,B
2708,19,2,04/26/2016,I,12,B
2709,14,2,04/26/2016,O,12,B
2710,22,2,04/26/2016,I,13,B
2711,13,2,04/26/2016,O,13,B
2712,13,2,04/26/2016,I,14,B
2713,13,2,04/26/2016,O,14,B
2714,18,2,04/26/2016,I,15,B
2715,13,2,04/26/2016,O,15,B
2716,29,2,04/26/2016,I,16,B
2717,32,2,04/26/2016,O,16,B
2718,53,2,04/26/2016,I,17,B
2719,42,2,04/26/2016,O,17,B
2720,68,2,04/26/2016,I,18,B
2721,69,2,04/26/2016,O,18,B
2722,41,2,04/26/2016,I,19,B
2723,50,2,04/26/2016,O,19,B
2724,11,2,04/26/2016,I,20,B
2725,6,2,04/26/2016,O,20,B
2726,5,2,04/26/2016,I,21,B
2727,1,2,04/26/2016,O,21,B
2728,0,2,04/26/2016,I,22,B
2729,0,2,04/26/2016,O,22,B
2730,0,2,04/26/2016,I,23,B
2731,0,2,04/26/2016,O,23,B
2732,0,2,04/27/2016,I,0,B
2733,0,2,04/27/2016,O,0,B
2734,0,2,04/27/2016,I,1,B
2735,0,2,04/27/2016,O,1,B
2736,0,2,04/27/2016,I,2,B
2737,0,2,04/27/2016,O,2,B
2738,0,2,04/27/2016,I,3,B
2739,0,2,04/27/2016,O,3,B
2740,0,2,04/27/2016,I,4,B
2741,0,2,04/27/2016,O,4,B
2742,2,2,04/27/2016,I,5,B
2743,0,2,04/27/2016,O,5,B
2744,20,2,04/27/2016,I,6,B
2745,12,2,04/27/2016,O,6,B
2746,21,2,04/27/2016,I,7,B
2747,17,2,04/27/2016,O,7,B
2748,10,2,04/27/2016,I,8,B
2749,18,2,04/27/2016,O,8,B
2750,6,2,04/27/2016,I,9,B
2751,4,2,04/27/2016,O,9,B
2752,1,2,04/27/2016,I,10,B
2753,1,2,04/27/2016,O,10,B
2754,8,2,04/27/2016,I,11,B
2755,3,2,04/27/2016,O,11,B
2756,7,2,04/27/2016,I,12,B
2757,5,2,04/27/2016,O,12,B
2758,9,2,04/27/2016,I,13,B
2759,10,2,04/27/2016,O,13,B
2760,5,2,04/27/2016,I,14,B
2761,14,2,04/27/2016,O,14,B
2762,10,2,04/27/2016,I,15,B
2763,11,2,04/27/2016,O,15,B
2764,24,2,04/27/2016,I,16,B
2765,15,2,04/27/2016,O,16,B
2766,34,2,04/27/2016,I,17,B
2767,34,2,04/27/2016,O,17,B
2768,26,2,04/27/2016,I,18,B
2769,23,2,04/27/2016,O,18,B
2770,12,2,04/27/2016,I,19,B
2771,16,2,04/27/2016,O,19,B
2772,4,2,04/27/2016,I,20,B
2773,4,2,04/27/2016,O,20,B
2774,2,2,04/27/2016,I,21,B
2775,0,2,04/27/2016,O,21,B
2776,1,2,04/27/2016,I,22,B
2777,0,2,04/27/2016,O,22,B
2778,0,2,04/27/2016,I,23,B
2779,2,2,04/27/2016,O,23,B
2780,0,2,04/28/2016,I,0,B
2781,0,2,04/28/2016,O,0,B
2782,0,2,04/28/2016,I,1,B
2783,0,2,04/28/2016,O,1,B
2784,0,2,04/28/2016,I,2,B
2785,0,2,04/28/2016,O,2,B
2786,0,2,04/28/2016,I,3,B
2787,0,2,04/28/2016,O,3,B
2788,1,2,04/28/2016,I,4,B
2789,0,2,04/28/2016,O,4,B
2790,0,2,04/28/2016,I,5,B
2791,3,2,04/28/2016,O,5,B
2792,10,2,04/28/2016,I,6,B
2793,10,2,04/28/2016,O,6,B
2794,15,2,04/28/2016,I,7,B
2795,15,2,04/28/2016,O,7,B
2796,10,2,04/28/2016,I,8,B
2797,5,2,04/28/2016,O,8,B
2798,6,2,04/28/2016,I,9,B
2799,3,2,04/28/2016,O,9,B
2800,1,2,04/28/2016,I,10,B
2801,2,2,04/28/2016,O,10,B
2802,1,2,04/28/2016,I,11,B
2803,0,2,04/28/2016,O,11,B
2804,1,2,04/28/2016,I,12,B
2805,1,2,04/28/2016,O,12,B
2806,2,2,04/28/2016,I,13,B
2807,4,2,04/28/2016,O,13,B
2808,4,2,04/28/2016,I,14,B
2809,7,2,04/28/2016,O,14,B
2810,4,2,04/28/2016,I,15,B
2811,8,2,04/28/2016,O,15,B
2812,9,2,04/28/2016,I,16,B
2813,3,2,04/28/2016,O,16,B
2814,5,2,04/28/2016,I,17,B
2815,4,2,04/28/2016,O,17,B
2816,14,2,04/28/2016,I,18,B
2817,10,2,04/28/2016,O,18,B
2818,7,2,04/28/2016,I,19,B
2819,6,2,04/28/2016,O,19,B
2820,0,2,04/28/2016,I,20,B
2821,2,2,04/28/2016,O,20,B
2822,0,2,04/28/2016,I,21,B
2823,0,2,04/28/2016,O,21,B
2824,0,2,04/28/2016,I,22,B
2825,0,2,04/28/2016,O,22,B
2826,0,2,04/28/2016,I,23,B
2827,0,2,04/28/2016,O,23,B
2828,0,2,04/29/2016,I,0,B
2829,0,2,04/29/2016,O,0,B
2830,0,2,04/29/2016,I,1,B
2831,0,2,04/29/2016,O,1,B
2832,0,2,04/29/2016,I,2,B
2833,0,2,04/29/2016,O,2,B
2834,0,2,04/29/2016,I,3,B
2835,0,2,04/29/2016,O,3,B
2836,0,2,04/29/2016,I,4,B
2837,0,2,04/29/2016,O,4,B
2838,1,2,04/29/2016,I,5,B
2839,1,2,04/29/2016,O,5,B
2840,7,2,04/29/2016,I,6,B
2841,4,2,04/29/2016,O,6,B
2842,10,2,04/29/2016,I,7,B
2843,5,2,04/29/2016,O,7,B
2844,8,2,04/29/2016,I,8,B
2845,14,2,04/29/2016,O,8,B
2846,7,2,04/29/2016,I,9,B
2847,7,2,04/29/2016,O,9,B
2848,7,2,04/29/2016,I,10,B
2849,3,2,04/29/2016,O,10,B
2850,5,2,04/29/2016,I,11,B
2851,8,2,04/29/2016,O,11,B
2852,6,2,04/29/2016,I,12,B
2853,5,2,04/29/2016,O,12,B
2854,12,2,04/29/2016,I,13,B
2855,8,2,04/29/2016,O,13,B
2856,14,2,04/29/2016,I,14,B
2857,8,2,04/29/2016,O,14,B
2858,9,2,04/29/2016,I,15,B
2859,20,2,04/29/2016,O,15,B
2860,13,2,04/29/2016,I,16,B
2861,25,2,04/29/2016,O,16,B
2862,28,2,04/29/2016,I,17,B
2863,33,2,04/29/2016,O,17,B
2864,19,2,04/29/2016,I,18,B
2865,25,2,04/29/2016,O,18,B
2866,6,2,04/29/2016,I,19,B
2867,9,2,04/29/2016,O,19,B
2868,1,2,04/29/2016,I,20,B
2869,1,2,04/29/2016,O,20,B
2870,2,2,04/29/2016,I,21,B
2871,1,2,04/29/2016,O,21,B
2872,2,2,04/29/2016,I,22,B
2873,1,2,04/29/2016,O,22,B
2874,0,2,04/29/2016,I,23,B
2875,0,2,04/29/2016,O,23,B
2876,0,2,04/30/2016,I,0,B
2877,0,2,04/30/2016,O,0,B
2878,0,2,04/30/2016,I,1,B
2879,1,2,04/30/2016,O,1,B
2880,0,2,04/30/2016,I,2,B
2881,0,2,04/30/2016,O,2,B
2882,0,2,04/30/2016,I,3,B
2883,0,2,04/30/2016,O,3,B
2884,0,2,04/30/2016,I,4,B
2885,0,2,04/30/2016,O,4,B
2886,0,2,04/30/2016,I,5,B
2887,0,2,04/30/2016,O,5,B
2888,1,2,04/30/2016,I,6,B
2889,5,2,04/30/2016,O,6,B
2890,7,2,04/30/2016,I,7,B
2891,18,2,04/30/2016,O,7,B
2892,12,2,04/30/2016,I,8,B
2893,22,2,04/30/2016,O,8,B
2894,29,2,04/30/2016,I,9,B
2895,39,2,04/30/2016,O,9,B
2896,32,2,04/30/2016,I,10,B
2897,63,2,04/30/2016,O,10,B
2898,39,2,04/30/2016,I,11,B
2899,56,2,04/30/2016,O,11,B
2900,60,2,04/30/2016,I,12,B
2901,33,2,04/30/2016,O,12,B
2902,42,2,04/30/2016,I,13,B
2903,56,2,04/30/2016,O,13,B
2904,41,2,04/30/2016,I,14,B
2905,40,2,04/30/2016,O,14,B
2906,49,2,04/30/2016,I,15,B
2907,65,2,04/30/2016,O,15,B
2908,44,2,04/30/2016,I,16,B
2909,64,2,04/30/2016,O,16,B
2910,31,2,04/30/2016,I,17,B
2911,29,2,04/30/2016,O,17,B
2912,15,2,04/30/2016,I,18,B
2913,23,2,04/30/2016,O,18,B
2914,6,2,04/30/2016,I,19,B
2915,6,2,04/30/2016,O,19,B
2916,3,2,04/30/2016,I,20,B
2917,5,2,04/30/2016,O,20,B
2918,2,2,04/30/2016,I,21,B
2919,1,2,04/30/2016,O,21,B
2920,0,2,04/30/2016,I,22,B
2921,1,2,04/30/2016,O,22,B
2922,0,2,04/30/2016,I,23,B
2923,0,2,04/30/2016,O,23,B
2924,0,2,05/01/2016,I,0,B
2925,0,2,05/01/2016,O,0,B
2926,0,2,05/01/2016,I,1,B
2927,0,2,05/01/2016,O,1,B
2928,0,2,05/01/2016,I,2,B
2929,0,2,05/01/2016,O,2,B
2930,0,2,05/01/2016,I,3,B
2931,1,2,05/01/2016,O,3,B
2932,0,2,05/01/2016,I,4,B
2933,0,2,05/01/2016,O,4,B
2934,0,2,05/01/2016,I,5,B
2935,0,2,05/01/2016,O,5,B
2936,0,2,05/01/2016,I,6,B
2937,1,2,05/01/2016,O,6,B
2938,3,2,05/01/2016,I,7,B
2939,2,2,05/01/2016,O,7,B
2940,2,2,05/01/2016,I,8,B
2941,6,2,05/01/2016,O,8,B
2942,7,2,05/01/2016,I,9,B
2943,4,2,05/01/2016,O,9,B
2944,2,2,05/01/2016,I,10,B
2945,1,2,05/01/2016,O,10,B
2946,0,2,05/01/2016,I,11,B
2947,1,2,05/01/2016,O,11,B
2948,4,2,05/01/2016,I,12,B
2949,4,2,05/01/2016,O,12,B
2950,4,2,05/01/2016,I,13,B
2951,9,2,05/01/2016,O,13,B
2952,13,2,05/01/2016,I,14,B
2953,19,2,05/01/2016,O,14,B
2954,22,2,05/01/2016,I,15,B
2955,29,2,05/01/2016,O,15,B
2956,33,2,05/01/2016,I,16,B
2957,33,2,05/01/2016,O,16,B
2958,16,2,05/01/2016,I,17,B
2959,17,2,05/01/2016,O,17,B
